+-------------------------------------+---------------------------------------------------------------------------------------+---------+----------+---------+-----------+---------------------------------------------------------------------------+--------+-------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-------------------------------------+---------------------------------------------------------------------------------------+---------+----------+---------+-----------+---------------------------------------------------------------------------+--------+-------------------------------------------------------------+
| Mod name                            | Registry name                                                                         | BlockID | Subtypes | Item ID | Item meta | Display name                                                              | Exists | Ore Dict keys                                               |
+-------------------------------------+---------------------------------------------------------------------------------------+---------+----------+---------+-----------+---------------------------------------------------------------------------+--------+-------------------------------------------------------------+
| AE2 Stuff                           | ae2stuff:encoder                                                                      |     259 |    false |    4101 |         0 | Pattern Encoder                                                           | true   |                                                             |
| AE2 Stuff                           | ae2stuff:grower                                                                       |     260 |    false |    4102 |         0 | Crystal Growth Chamber                                                    | true   |                                                             |
| AE2 Stuff                           | ae2stuff:inscriber                                                                    |     261 |    false |    4103 |         0 | Advanced Inscriber                                                        | true   |                                                             |
| AE2 Stuff                           | ae2stuff:wireless                                                                     |     262 |    false |    4104 |         0 | Wireless Connector                                                        | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_bayberry_plant                                                      |     284 |    false |    4376 |         0 | Bayberry Bush                                                             | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire                                                   |     519 |    false |    4611 |         0 | Cobblestone Bonfire                                                       | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_andesite                                          |     521 |    false |    4613 |         0 | Andesite Bonfire                                                          | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_andesitesmooth                                    |     522 |    false |    4614 |         0 | Polished Andesite Bonfire                                                 | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_brick                                             |     523 |    false |    4615 |         0 | Brick Bonfire                                                             | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_castiron                                          |     551 |    false |    4643 |         0 | Cast Iron Bonfire                                                         | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_diamond                                           |     524 |    false |    4616 |         0 | Diamond Bonfire                                                           | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_diorite                                           |     525 |    false |    4617 |         0 | Diorite Bonfire                                                           | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_dioritesmooth                                     |     526 |    false |    4618 |         0 | Polished Diorite Bonfire                                                  | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_emerald                                           |     527 |    false |    4619 |         0 | Emerald Bonfire                                                           | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_endbrick                                          |     528 |    false |    4620 |         0 | End Brick Bonfire                                                         | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_endstone                                          |     529 |    false |    4621 |         0 | End Stone Bonfire                                                         | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_gold                                              |     530 |    false |    4622 |         0 | Gold Bonfire                                                              | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_granite                                           |     531 |    false |    4623 |         0 | Granite Bonfire                                                           | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_granitesmooth                                     |     532 |    false |    4624 |         0 | Polished Granite Bonfire                                                  | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclay                                      |     533 |    false |    4625 |         0 | Terracotta Bonfire                                                        | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclayblack                                 |     534 |    false |    4626 |         0 | Black Terracotta Bonfire                                                  | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclayblue                                  |     535 |    false |    4627 |         0 | Blue Terracotta Bonfire                                                   | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaybrown                                 |     536 |    false |    4628 |         0 | Brown Terracotta Bonfire                                                  | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaycyan                                  |     537 |    false |    4629 |         0 | Cyan Terracotta Bonfire                                                   | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaygray                                  |     538 |    false |    4630 |         0 | Gray Terracotta Bonfire                                                   | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaygreen                                 |     539 |    false |    4631 |         0 | Green Terracotta Bonfire                                                  | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaylightblue                             |     540 |    false |    4632 |         0 | Light Blue Terracotta Bonfire                                             | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaylightgray                             |     541 |    false |    4633 |         0 | Light Gray Terracotta Bonfire                                             | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaylime                                  |     542 |    false |    4634 |         0 | Lime Terracotta Bonfire                                                   | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaymagenta                               |     543 |    false |    4635 |         0 | Magenta Terracotta Bonfire                                                | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclayorange                                |     544 |    false |    4636 |         0 | Orange Terracotta Bonfire                                                 | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaypink                                  |     545 |    false |    4637 |         0 | Pink Terracotta Bonfire                                                   | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaypurple                                |     546 |    false |    4638 |         0 | Purple Terracotta Bonfire                                                 | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclayred                                   |     547 |    false |    4639 |         0 | Red Terracotta Bonfire                                                    | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclaywhite                                 |     548 |    false |    4640 |         0 | White Terracotta Bonfire                                                  | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_hardenedclayyellow                                |     549 |    false |    4641 |         0 | Yellow Terracotta Bonfire                                                 | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_iron                                              |     550 |    false |    4642 |         0 | Iron Bonfire                                                              | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_lapis                                             |     552 |    false |    4644 |         0 | Lapis Lazuli Bonfire                                                      | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_mossstone                                         |     553 |    false |    4645 |         0 | Moss Stone Bonfire                                                        | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_mossstonebrick                                    |     554 |    false |    4646 |         0 | Mossy Stone Brick Bonfire                                                 | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_netherbrick                                       |     555 |    false |    4647 |         0 | Nether Brick Bonfire                                                      | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_netherrack                                        |     556 |    false |    4648 |         0 | Netherrack Bonfire                                                        | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_obsidian                                          |     557 |    false |    4649 |         0 | Obsidian Bonfire                                                          | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_prismarine                                        |     558 |    false |    4650 |         0 | Prismarine Bonfire                                                        | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_prismarinebrick                                   |     559 |    false |    4651 |         0 | Prismarine Brick Bonfire                                                  | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_prismarinedark                                    |     560 |    false |    4652 |         0 | Dark Prismarine Bonfire                                                   | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_purpur                                            |     561 |    false |    4653 |         0 | Purpur Bonfire                                                            | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_quartz                                            |     562 |    false |    4654 |         0 | Quartz Bonfire                                                            | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_quartzchiseled                                    |     563 |    false |    4655 |         0 | Chiseled Quartz Bonfire                                                   | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_rednetherbrick                                    |     564 |    false |    4656 |         0 | Red Nether Brick Bonfire                                                  | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_redsandstone                                      |     565 |    false |    4657 |         0 | Red Sandstone Bonfire                                                     | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_redstone                                          |     566 |    false |    4658 |         0 | Redstone Bonfire                                                          | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_sandstone                                         |     567 |    false |    4659 |         0 | Sandstone Bonfire                                                         | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_stone                                             |     520 |    false |    4612 |         0 | Stone Bonfire                                                             | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_biglight1_bonfire_stonebrick                                        |     568 |    false |    4660 |         0 | Stone Brick Bonfire                                                       | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle01_stone_black                                                |     301 |    false |    4393 |         0 | Black Candle                                                              | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle01_stone_blue                                                 |     296 |    false |    4388 |         0 | Blue Candle                                                               | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle01_stone_brown                                                |     300 |    false |    4392 |         0 | Brown Candle                                                              | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle01_stone_cyan                                                 |     294 |    false |    4386 |         0 | Cyan Candle                                                               | true   |                                                             |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle01_stone_green                                                |     293 |    false |    4385 |         0 | Green Candle                                                              | true   |                                                             |
